id	gender	age	profession	sportiv	smoker	interestd in having a smoke shop	conservative or liberal	RT @ericamtucker: Here is my story... Thx @HIGH_TIMES_Mag!! 💖 @HERBworthy @SnoopDogg @JohnMayer @tommychong #thetuckerfight #legalizeit #ma…	Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https://t.co/Y6tfTzVO2r	Gov. Scott signs medical #marijuana plan #cannabis  https://t.co/Is3DBx8fue #medicalmarijuana #CBD… https://t.co/3GOHye7ABn	@PAHouseGOP Pennsylvania should declare itself independent of federal marijuana law  #legalizeit	Long lines in Nevada as recreational marijuana goes on salehttps://t.co/lDpDctJzqI#StonerMagazine #CNN #LasVegas… https://t.co/HJ9WoxuaR8	Public Consumption Gets Another Go in Alaska https://t.co/Tz3mnlafNv #legalizeit #sativa #cannabis https://t.co/Fkpyna6gdW	RT @RadioRiddler: Working on a special remix! #Reggae #PeterTosh #LegalizeIt	Here Are Five Ways #Marijuana Is Better For You Than Alcohol https://t.co/WDrUbLPvow #legalizeit #dope #mmj https://t.co/pJQ08ESHXN	what the trap going to do when weed becomes legal in every state? it will be a sad story, but shit it was good whil… https://t.co/SOxH8A7noW	#Cannabis around the world!  #legalizeit #marijuana #naturalhealth https://t.co/D8XYeWH03f
223	female	63	self-employed	false	false	true	false	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1
224	other	84	student (highschool)	false	false	false	true	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0
225	female	24	unemployed/seeking employment	true	true	false	true	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1
226	male	39	unemployed/seeking employment	true	false	true	false	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0
227	male	19	student (highschool)	false	true	false	true	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1
228	male	15	self-employed	false	false	false	true	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0
229	male	2	employee	false	false	false	true	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
230	male	56	self-employed	true	false	false	true	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0
231	other	65	student (university)	true	false	true	false	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0
232	male	55	student (highschool)	false	false	true	false	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0
233	female	47	student (university)	false	true	true	false	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
234	female	88	student (highschool)	false	false	true	false	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
235	male	26	self-employed	false	true	true	true	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1
236	female	84	unemployed/seeking employment	true	true	false	true	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1
237	male	83	employee	true	true	true	false	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0
238	male	56	unemployed/seeking employment	true	false	true	false	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0
239	female	49	other	false	true	true	true	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0
240	other	27	self-employed	false	true	true	true	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1
241	other	45	employee	false	false	true	true	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1
242	female	75	employee	false	true	false	true	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1
243	female	64	self-employed	false	false	true	true	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1
244	male	24	student (highschool)	true	false	false	false	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1
245	other	69	employee	true	true	true	false	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1
246	other	74	employee	true	true	false	true	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1
247	other	71	employee	false	false	true	true	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0
248	female	82	student (highschool)	false	true	false	true	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0
249	female	69	unemployed/seeking employment	true	true	false	true	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0
250	male	81	student (university)	true	false	true	false	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0
251	female	51	other	false	true	true	true	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1
252	male	26	student (university)	true	false	false	false	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1
253	male	54	self-employed	false	false	false	true	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1
254	other	82	unemployed/seeking employment	false	true	true	false	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0
255	male	11	employee	true	false	false	false	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1
256	other	19	unemployed/seeking employment	false	false	true	false	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0
257	female	46	employee	true	true	false	true	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1
258	male	20	student (highschool)	true	false	false	true	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1
259	male	12	self-employed	false	false	false	true	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1
260	male	34	unemployed/seeking employment	true	false	false	false	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1
261	male	85	self-employed	true	false	true	false	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1
262	female	93	student (university)	true	false	false	true	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1
263	male	70	other	false	true	false	false	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1
264	other	90	employee	true	true	true	false	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1
265	other	70	self-employed	false	true	false	true	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0
266	other	97	employee	false	false	false	true	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0
267	male	44	student (highschool)	false	false	false	true	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
268	male	60	student (highschool)	false	true	false	true	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0
269	female	14	student (university)	true	false	false	true	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0
270	other	29	other	true	true	true	false	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0
271	other	98	student (highschool)	true	true	true	true	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0
272	male	27	employee	true	true	false	false	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0
273	female	8	other	false	true	true	true	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
274	female	25	student (university)	false	true	false	true	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0
275	female	1	self-employed	true	false	false	false	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1
276	female	48	student (highschool)	true	true	false	false	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1
277	female	9	other	false	true	false	false	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1
278	male	52	other	false	true	true	true	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0
279	other	93	other	true	false	true	false	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0
280	female	50	self-employed	true	true	false	true	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1
281	male	5	unemployed/seeking employment	true	false	true	false	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0
282	female	3	self-employed	false	true	false	true	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0
